
[-984.839172363, 68.194519043, -39.4375152588, 3.54931282997, 7.05934715271, -22.2189788818, -28.092294693, -19.2629623413, -13.0319013596, -18.0309658051, -9.60715579987, 0.118274927139, -2.26717662811, 16374.8193359, 2741.73779297, 2086.51147461, 1498.8840332, 344.789672852, 1205.77124023, 1161.48779297, 422.707733154, 302.916625977, 262.809082031, 158.45223999, 200.473983765, 81.8363342285, -1138.42004395, 1.14440917969e-05, -172.174194336, -97.075843811, -36.5784263611, -100.564735413, -97.1241912842, -75.8305206299, -46.5729293823, -54.5315551758, -39.231754303, -45.9988441467, -21.3893089294, -731.484924316, 157.664550781, 21.6440124512, 91.3090057373, 53.022403717, 47.0670471191, 45.1461868286, 19.9225711823, 17.0507087708, 2.67980957031, 17.1744346619, 27.0648212433, 22.9355278015]

[-1029.03369141, 57.2181396484, -20.5287208557, -3.76890063286, 1.45616328716, -11.1109600067, -20.1988983154, -17.2369232178, -11.1880779266, -12.9581251144, -11.3443956375, -0.811368763447, -5.05088186264, 15048.6962891, 4165.80761719, 1703.81896973, 921.689758301, 354.022521973, 519.419921875, 638.778442383, 522.686218262, 314.253936768, 203.074539185, 199.757446289, 224.417129517, 113.969528198, -1138.42004395, -42.5027694702, -136.463287354, -103.195838928, -72.137878418, -89.8043518066, -73.7802047729, -81.1645050049, -71.0504608154, -55.3151931763, -49.1279029846, -41.1455192566, -33.7360343933, -746.154907227, 160.866333008, 41.2106666565, 88.8543395996, 46.6222877502, 33.8376159668, 17.7133827209, 10.611574173, 23.6336479187, -2.28881835938e-05, 12.5446510315, 34.5835037231, 14.1329078674]

[-1000.00292969, 77.6772537231, -0.83843588829, 24.4462432861, 1.35483372211, -17.7874660492, -17.5991020203, -4.88802671432, -6.44520902634, -5.48644685745, -6.40349912643, -6.72421216965, 0.0315537005663, 13831.7070312, 6857.51855469, 1129.04626465, 1635.55749512, 533.846069336, 679.788879395, 636.927734375, 216.285964966, 124.607215881, 191.751647949, 118.271286011, 125.331001282, 79.6938705444, -1138.42004395, -111.319450378, -80.8251190186, -55.5635147095, -47.8901062012, -89.5173339844, -75.5964813232, -44.6627502441, -44.690284729, -44.9988632202, -34.3384399414, -41.6192131042, -23.2358360291, -818.683898926, 209.095031738, 85.2437133789, 123.158760071, 55.6228065491, 17.0988311768, 41.2396011353, 27.1734867096, 21.0777931213, 22.4519672394, 12.9077339172, 19.5364780426, 32.3884544373]

[-950.093078613, 50.3054084778, 2.40042948723, 23.6421031952, 2.40233612061, -18.3135051727, -39.3344078064, -9.25482463837, -14.7001285553, -5.54983997345, -9.51098632812, -8.64098167419, -0.580686211586, 7759.31054688, 8430.99414062, 2227.75585938, 1280.33862305, 462.940368652, 1180.02197266, 454.679534912, 357.262512207, 236.226150513, 210.288162231, 271.488525391, 140.783676147, 92.7086029053, -1138.42004395, -134.03944397, -121.917404175, -59.6219978333, -38.840511322, -86.5157470703, -85.8930740356, -54.5448379517, -45.7752914429, -39.3540267944, -49.6103210449, -27.2055244446, -24.6798362732, -831.449523926, 195.002838135, 97.3817367554, 106.818260193, 63.5441017151, 35.8292961121, 4.72291946411, 45.626121521, 22.0538215637, 19.36170578, 20.1967201233, 25.8063411713, 25.4922027588]

[-1058.84924316, 61.0129585266, 18.327747345, 7.9988079071, -15.5575408936, -15.8565979004, 1.26986861229, 2.29154253006, -7.05131721497, -4.66955137253, 2.17138600349, -6.14498806, -5.47814655304, 7297.97460938, 4930.39794922, 1039.34106445, 988.273864746, 672.889160156, 470.64743042, 217.224838257, 382.806060791, 217.435211182, 69.5570068359, 158.484603882, 69.1016693115, 94.6918487549, -1138.42004395, -104.382896423, -54.5277290344, -41.0682754517, -77.9161376953, -70.7912597656, -37.0513305664, -39.7418670654, -48.9847183228, -32.8182067871, -19.5241451263, -29.3937034607, -35.372631073, -792.749023438, 199.449005127, 102.217895508, 118.978553772, 25.5710639954, 21.5003967285, 35.1592178345, 50.9406814575, 14.6137542725, 10.114276886, 46.50182724, 19.2358951569, 12.3212890625]

[-1041.08666992, 84.4816589355, 19.6866531372, 10.6732530594, -1.97466003895, -17.3518886566, -9.848279953, -10.7673664093, -17.4870529175, -6.22743606567, -0.725225925446, -8.70866107941, -6.98820400238, 8362.18261719, 5563.93847656, 1023.26885986, 365.037872314, 223.500732422, 597.205810547, 196.317840576, 235.049514771, 321.279724121, 272.517028809, 142.163360596, 289.463439941, 205.122070312, -1138.42004395, -19.0721473694, -37.9557762146, -28.7130203247, -40.138458252, -77.862121582, -49.1117324829, -57.3140640259, -66.5909576416, -43.765953064, -30.2829036713, -40.5447807312, -48.3650932312, -876.043762207, 189.153167725, 84.0432128906, 61.3047637939, 41.1832771301, 22.440032959, 26.5376358032, 11.4432010651, 13.4298439026, 29.70952034, 23.8734397888, 20.4693241119, 15.2282791138]

[-1014.12756348, 81.4910049438, -10.4539108276, -0.0584561787546, -4.29433059692, -18.1177139282, -1.69888579845, -9.74922084808, -8.96108150482, 3.57393550873, -7.57650947571, -16.4249897003, -2.04457306862, 18052.8710938, 6962.15820312, 1741.50439453, 556.803710938, 686.549438477, 845.143310547, 160.970779419, 148.31187439, 159.808883667, 257.12677002, 197.876098633, 453.441558838, 84.107749939, -1138.42004395, -21.9250679016, -121.623153687, -58.6523284912, -103.921783447, -103.261230469, -59.9098434448, -53.537689209, -47.3978652954, -41.0276260376, -53.3706855774, -64.5820465088, -28.6907310486, -777.450927734, 226.909393311, 83.5296020508, 82.8868331909, 60.1082344055, 19.026473999, 29.8470535278, 2.0756149292, 21.8521614075, 32.4456329346, 16.7995872498, 23.0750408173, 29.388256073]

[-1029.10510254, 73.5536575317, -23.3071632385, -24.8311309814, -9.14362621307, -6.46395254135, 1.343542099, -5.78312349319, -14.1364383698, -12.3442115784, -9.19726276398, -7.60796737671, -7.00084638596, 15946.3535156, 6095.86328125, 2311.0546875, 1551.83764648, 305.797943115, 252.87286377, 151.064834595, 107.443107605, 342.443572998, 248.301574707, 205.111297607, 137.043258667, 69.9604110718, -1138.42004395, 1.14440917969e-05, -141.704376221, -102.704414368, -55.076385498, -61.8374137878, -29.0513381958, -37.3449554443, -75.8783111572, -66.75415802, -50.2073097229, -46.8871879578, -26.6994895935, -796.900390625, 196.7550354, 57.0289039612, 33.3037910461, 17.1337585449, 22.1374359131, 34.1524429321, 8.46514320374, 17.2708320618, 6.57132911682, 16.6388168335, 26.9968128204, 1.92570495605]

[-957.026184082, 66.9530792236, -9.86364841461, -0.138361871243, -21.5098590851, -8.6900100708, -6.62805509567, -1.37858474255, -2.27287960052, -7.30728912354, -5.01361656189, -10.5622348785, -1.52966690063, 40836.0351562, 6000.98730469, 727.084472656, 818.721496582, 842.199707031, 381.071899414, 273.773406982, 136.12109375, 129.038070679, 101.04309845, 122.358322144, 201.856185913, 105.44392395, -1138.27319336, -38.8649749756, -76.0298309326, -42.3776626587, -84.7480392456, -62.3740539551, -55.4341278076, -33.8651504517, -29.1857681274, -38.9686813354, -44.927280426, -44.3260879517, -30.3756561279, -599.03894043, 198.138916016, 38.8694992065, 122.347442627, 13.2901649475, 40.5880966187, 27.7358932495, 28.8685073853, 34.1913795471, 14.1036739349, 14.2719306946, 17.4072208405, 18.8130722046]

[-1055.02612305, 47.7091178894, -12.5560112, 5.03318023682, -3.99949121475, -21.2597866058, -10.4754066467, -9.16683483124, -9.83169841766, -9.73256969452, -9.43098926544, -4.98846912384, -3.80569124222, 9050.38769531, 2277.11328125, 1906.06188965, 1078.3638916, 253.716827393, 829.757080078, 524.493103027, 232.578994751, 186.340988159, 198.379119873, 387.868255615, 103.427032471, 62.4637069702, -1138.42004395, 1.14440917969e-05, -140.955993652, -58.5695266724, -59.7938232422, -93.6053161621, -61.5638504028, -44.3665161133, -41.5731430054, -39.773979187, -70.8377075195, -31.0033683777, -23.9894676208, -798.686828613, 136.157775879, 66.1051330566, 90.0436401367, 29.3580818176, 21.0447845459, 33.4673233032, 17.1817569733, 16.2794532776, 21.1942691803, 27.1127433777, 24.2831668854, 11.4174346924]

