
[-1063.83374023, 43.2293815613, 7.79915142059, 13.0656461716, -1.86171281338, -23.5568790436, -21.6613197327, -17.013999939, -9.69128894806, -6.89571094513, -17.0453529358, -7.36989593506, -3.43629455566]

[-1002.43963623, 86.6242980957, -25.5021495819, -23.8084926605, -16.5957984924, -18.4142608643, -4.26367664337, -8.54527378082, -19.2378196716, -13.5390701294, -11.1073207855, -13.1167230606, -8.60174942017]

[-1011.34155273, 74.8725357056, 15.121336937, 5.36821269989, -25.8801822662, -25.606136322, 1.34488868713, 6.68057489395, -13.8619327545, -10.629357338, -1.93883502483, -7.06565189362, -3.98671531677]

[-1042.85693359, 62.6491622925, 21.4415664673, -1.90950167179, -13.3131055832, -14.4530630112, -8.36162281036, -12.657623291, -16.3486251831, -10.7983264923, -3.42162704468, -4.35448932648, -1.62821519375]

[-1022.68695068, 83.9723587036, 4.39445114136, 8.11636161804, -9.59515571594, -22.749584198, -10.8406867981, -16.3127555847, -16.8269290924, 0.618713378906, -3.98079514503, -15.0568227768, -3.43171000481]

[-1017.61901855, 67.9889221191, -17.6821994781, 5.7719950676, -5.6181306839, -16.1573848724, -7.470058918, -13.2250070572, -13.4916467667, -4.06838226318, -4.23254013062, -7.47086429596, -2.52040481567]

[-991.741699219, 19.294260025, -30.3778343201, -6.81213760376, -16.6985549927, -9.79768466949, -1.019739151, -5.38368034363, -13.4477205276, -11.7045660019, -6.99467611313, -6.28612995148, -8.52161216736]

[-991.495788574, 92.4978408813, 6.29875183105, 11.8400335312, 1.45278227329, -17.3161754608, -17.2415904999, -26.2209091187, -15.1473207474, 8.49832725525, -1.99264526367, -14.6708621979, -4.11525392532]

[-905.733520508, 108.154785156, -13.0459737778, -17.9021530151, -21.8676013947, -20.2094669342, -20.2244586945, -10.3038463593, -13.4675884247, -16.3671226501, -1.64227020741, -2.60606312752, -0.944173276424]

[-1076.76599121, 35.918094635, -3.01126003265, 12.6092329025, 0.574991703033, -14.3556270599, -20.0948295593, -18.0630435944, 0.119175247848, -3.1659424305, -14.3684558868, -3.02111911774, -1.90385866165]

[-1063.61022949, 44.9532623291, -1.6051940918, 3.01012897491, -7.42887592316, -6.50361776352, 0.0846140831709, -5.52027130127, -7.24879932404, -2.38030695915, -0.33307915926, -5.48314189911, -2.7159307003]

[-1047.39782715, 57.6864051819, -15.5179281235, -2.6236076355, 1.082421422, -19.0582447052, -21.2694320679, -17.9538383484, -18.1185398102, -6.33304929733, -5.45461130142, -8.85301208496, -3.36069202423]

[-1004.97912598, 49.5191497803, 7.59337568283, 25.5593852997, -3.1181883812, -20.4189033508, -19.3242511749, -5.56575107574, -11.8429069519, -6.67995023727, -7.32249593735, -7.42606496811, 1.31255221367]

[-994.668945312, 90.5444641113, 5.73053455353, 19.0745735168, -21.8590869904, -34.4266090393, 0.0427963100374, 2.0834672451, -20.5199737549, -7.5187497139, 3.04218649864, -8.0416097641, -2.19776535034]

[-1032.49133301, 77.0400543213, -2.98986721039, 0.435876697302, -0.23111923039, -14.0438890457, -11.7321615219, -11.8732585907, -8.13434410095, -2.03439593315, -5.7407283783, -10.3527526855, -6.88076114655]

[-1017.14324951, 84.6416091919, -5.5216794014, 4.87891864777, 2.47243022919, -17.1253128052, -12.214881897, -14.0827026367, -9.39420795441, 1.38237464428, -7.59304285049, -8.87605762482, 1.59140968323]

[-957.784606934, 71.2882003784, -52.786945343, -4.17685317993, -16.7877998352, -26.6525306702, 2.20021080971, -16.2255783081, -13.6160383224, -20.9498558044, -12.1533689499, -8.11356544495, -12.5174245834]

